RFY-PAD-District,RFY_ID,RFY_BPCD,CATHYDTRMT,COKING,Crude_API,GSL_Yield_PAD,DSL_Yield_PAD,RESID_Yield_PAD,WTI_Acq_Cost,SPECF_CRCK_PAD-1A,SPECF_CRCK_PAD-1B,SPECF_CRCK_PAD-1C,SPECF_CRCK_PAD-2,SPECF_CRCK_PAD-3,SPECF_CRCK_PAD-4,SPECF_CRCK_PAD-5,SPECF_RFY_CRCK,Dist_PAD-1A,Dist_PAD-1B,Dist_PAD-1C,Dist_PAD-2,Dist_PAD-3,Dist_PAD-4,Dist_PAD-5,WTI_Price,BPD_DENS_PAD-1A,BPD_DENS_PAD-1B,BPD_DENS_PAD-1C,BPD_DENS_PAD-2,BPD_DENS_PAD-3,BPD_DENS_PAD-4,BPD_DENS_PAD-5,MRKT_RESIST_PAD-1A,MRKT_RESIST_PAD-1B,MRKT_RESIST_PAD-1C,MRKT_RESIST_PAD-2,MRKT_RESIST_PAD-3,MRKT_RESIST_PAD-4,MRKT_RESIST_PAD-5,REVNUE_PAD-1A,REVNUE_PAD-1B,REVNUE_PAD-1C,REVNUE_PAD-2,REVNUE_PAD-3,REVNUE_PAD-4,REVNUE_PAD-5
PAD-5,RFY-016,156400,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.8996823376714866,3.791190605577211,5.014646408066385,8.875428320697061,10.05832389260118,5.923351564620133,9.259586576679723,45.82220970591318,3070.285714285714,2796.8888888888887,2778.3333333333335,2030.8235294117646,1777.5,1067.0,443.26800000000003,97.90583333333332,3.4295354502757514,1.158524248573731,0.9478131199488184,0.9224203566028949,1.8994670523893764,11.964750889453633,5.730736794956602,0.14472739661331765,0.15925540740974056,0.16060335917206345,0.16076580061654602,0.1545154814044007,0.09012629999290474,0.1300062547910269,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-017,145000,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.899392462209909,3.791054786388918,5.014708809667628,8.87524072157335,10.059336559754891,5.915405704299045,9.268626067658042,45.823765111551786,3068.4285714285716,2794.8888888888887,2779.4,2029.764705882353,1779.875,1065.375,444.83200000000005,97.90583333333332,3.181480925791056,1.0748479890318612,0.8783897631727905,0.8556312191724839,1.758665016653792,11.109559323076262,5.294343003781464,0.14471292850405232,0.15924970209380793,0.1606053576991702,0.16076240252439444,0.1545310379478595,0.09000540036653822,0.13013317086417733,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-018,139000,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.930070988297275,3.8004459583293255,5.013798892754813,8.881358366102555,9.970090682731712,6.081768451751255,9.043012009232537,45.72054534919947,2983.0,2669.5555555555557,2501.5333333333333,1870.735294117647,1446.25,996.375,370.18800000000005,97.90583333333332,3.137176018424334,1.0787465756748964,0.9355754619805079,0.8899523964941893,2.0747991135973147,11.387366792009377,6.098633816276728,0.14624413871796962,0.1596441942386303,0.1605762159210918,0.16087321498156135,0.1531600471347939,0.0925366799505626,0.12696550905539047,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-019,120200,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.8981889958014513,3.7905968479067367,5.014382618101615,8.874617138642556,10.059377817329882,5.909935533204594,9.281705860761676,45.82880481174851,3071.285714285714,2797.8888888888887,2784.8,2033.3235294117646,1786.5,1068.125,448.72,97.90583333333332,2.6348845294709595,0.890056543232819,0.7267428608333092,0.7080473438298374,1.4524663264186513,9.185730915915007,4.350800146998751,0.144652861731239,0.1592304656092479,0.160594910808807,0.16075110720370708,0.15453167174471563,0.08992216939912179,0.1303168135031616,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-020,85000,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.9251917147273354,3.798546658290963,5.011578544609701,8.87833715869299,9.960763314573517,6.071633099367439,9.09619159642179,45.74224208668374,2995.8571428571427,2682.5555555555557,2512.9333333333334,1883.4117647058824,1454.375,1010.5,383.42800000000005,97.90583333333332,1.910183832987958,0.6564683521800799,0.569519076007181,0.5405526034159852,1.261673991749824,6.866160316162374,3.600602637980136,0.14600060702073256,0.15956441091120863,0.1605051051504375,0.16081849009274726,0.1530167605597553,0.09238246627617364,0.12771215998894506,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-021,26000,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.928190201526974,3.7997826698383137,5.01337310548068,8.880904198185844,9.992739254124137,6.0928844791083865,9.016412442223404,45.72428635048774,2999.0,2685.5555555555557,2520.866666666667,1886.735294117647,1499.3125,1008.625,370.4,97.90583333333332,0.5836792063468506,0.20057777073853117,0.17365759778426085,0.16505424215883363,0.37435687361044323,2.104141543732765,1.1400987350769165,0.146150265892897,0.15961633167780023,0.16056257929331114,0.16086498837366073,0.15350797338465313,0.09270581500955556,0.12659204636812216,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-022,15000,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.928190201526974,3.7997826698383137,5.01337310548068,8.880904198185844,9.992739254124137,6.092884479108388,9.016412442223404,45.72428635048774,2999.0,2685.5555555555557,2520.866666666667,1886.735294117647,1499.3125,1008.625,370.4,97.90583333333332,0.3367380036616446,0.11571794465684493,0.10018707564476585,0.09522360124548095,0.21597511939064035,1.2139278136919796,0.6577492702366827,0.146150265892897,0.15961633167780023,0.16056257929331114,0.16086498837366073,0.15350797338465313,0.09270581500955559,0.12659204636812216,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-023,9500,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.906868061097129,3.791869355821361,5.005490806166552,8.87162178863897,9.974362291120917,6.153993516297209,9.099724812647173,45.80393063178932,3116.714285714286,2803.5555555555557,2646.266666666667,2004.4117647058824,1604.5625,1116.625,417.08,97.90583333333332,0.2052125671212192,0.0702033815852395,0.06044499079269335,0.05676765817052129,0.12781198878481848,0.6944605658604093,0.3699511096366546,0.14508604660427207,0.15928391946780027,0.16031013402701833,0.16069685068514222,0.15322566737467447,0.09363561486321503,0.12776176697787758,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-024,8500,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.9274209362451256,3.79941303366049,5.012577023538966,8.879631069890387,9.96526502076443,6.072288686821454,9.076091936710121,45.73268770763097,2988.5714285714284,2675.3333333333335,2506.3333333333335,1876.235294117647,1450.375,1002.75,377.7,97.90583333333332,0.19148405908982055,0.06582405277300303,0.05710188070492001,0.05426201798398863,0.12651535718356635,0.6919227124888636,0.3655207488153157,0.14611187073488244,0.15960080448167188,0.16053708329147742,0.16084192745960552,0.15308591555085097,0.09239244131663976,0.127429957164872,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-5,RFY-025,6300,586800,831100,27.650833333333335,47.833333333333336,39.49722222222222,7.316666666666666,105.00833333333333,2.9251917147273354,3.798546658290963,5.011578544609701,8.87833715869299,9.960763314573517,6.071633099367439,9.09619159642179,45.74224208668374,2995.8571428571427,2682.5555555555557,2512.9333333333334,1883.4117647058824,1454.375,1010.5,383.42800000000005,97.90583333333332,0.14157833115087218,0.04865588963217063,0.04221141386876753,0.04006448707671419,0.09351230762381048,0.508903646962623,0.26686819552088065,0.14600060702073256,0.15956441091120863,0.1605051051504375,0.16081849009274726,0.1530167605597553,0.09238246627617364,0.12771215998894506,125.04380972222224,128.81405941347225,136.23212861331817,160.21552470525003,170.10423052874998,170.73111974625002,176.23249552125003
PAD-4,RFY-026,67000,60200,220860,33.498333333333335,47.70000000000001,38.13333333333333,5.858333333333333,80.465,6.322471003446078,7.439571644774,8.87716420364152,12.818038500692548,14.035077756310764,4.212087637753451,15.328945228296833,69.0333559749152,1964.0,1676.3333333333333,1663.6,923.1176470588235,919.0625,292.3,1057.12,97.90583333333332,2.2967337844448483,0.8280527712505164,0.678103846332774,0.8693247931176445,1.573745067741851,18.71015213882994,1.0294152722875805,0.1519358145986878,0.16135567983816068,0.16231742623022224,0.16109096824956096,0.1565729388072926,0.0466629965882458,0.16006417568782996,122.07777589583334,126.57166108708334,135.15514886331817,160.03518720525,170.10423052874998,170.73111974625002,176.23249552125003
PAD-4,RFY-027,36000,60200,220860,33.498333333333335,47.70000000000001,38.13333333333333,5.858333333333333,80.465,6.322471003446078,7.439571644774,8.87716420364152,12.818038500692548,14.035077756310764,4.212087637753451,15.328945228296833,69.0333559749152,1964.0,1676.3333333333333,1663.6,923.1176470588235,919.0625,292.3,1057.12,97.90583333333332,1.2340659140300676,0.4449238770898297,0.36435430549223685,0.46709988883933146,0.8455943647568154,10.053216074595193,0.5531186537664612,0.1519358145986878,0.16135567983816068,0.16231742623022224,0.16109096824956096,0.1565729388072926,0.0466629965882458,0.16006417568782996,122.07777589583334,126.57166108708334,135.15514886331817,160.03518720525,170.10423052874998,170.73111974625002,176.23249552125003
PAD-1-1,RFY-028,182200,45300,497500,34.458333333333336,46.24166666666666,38.80833333333333,6.800000000000001,106.85166666666667,1.569214853468263,2.0990349763494907,4.593680878766165,8.676351364346317,10.22808850433576,9.709774875273654,11.41866591468175,48.2948113672214,359.14285714285717,109.05555555555556,568.2666666666667,940.7352941176471,1501.5,1921.875,2687.04,97.90583333333332,34.15532946062886,34.61339283499763,5.398417980642718,2.319771727758212,2.619555846201325,7.738460439785809,1.101322051291894,0.10193900757929407,0.10107093309707511,0.15643614146956758,0.16227047444934545,0.16170235449486625,0.15200153425197402,0.16457955465787755,122.24533088541666,127.6196056975,136.21624211331817,160.32012045525,170.10423052874998,170.73111974625002,176.23249552125003
