RFY-PADD,RFY-PAD-Sub,RFY-PAD-District,RFY_ID,RFY_BPCD,Crude_API,NG_Yield_PAD,GSL_Yield_PAD,DSL_Yield_PAD,RESID_Yield_PAD,WTI_Price,WTI_Diff,WTI_Acq_Cost,Brent_Price,Brent_Diff,BPD_DENS_SPECF,SPECF_RFY_CRCK
PAD-5,PAD-5,PAD-5,RFY-066,2000,27.650833333333335,7.316666666666666,47.833333333333336,39.49722222222222,12.866666666666665,97.90583333333332,7.102500000000006,105.00833333333333,108.63749999999999,-4.725833333333341,0.035876365065127376,21.328758672154095
PAD-1,PAD-1B,PAD-1-1,RFY-067,258500,34.458333333333336,6.800000000000001,46.24166666666666,38.80833333333333,13.108333333333334,97.90583333333332,8.945833333333354,106.85166666666667,108.63749999999999,-1.4241666666666362,11.865919573295365,16.756988796434023
PAD-1,PAD-1B,PAD-1-1,RFY-068,160000,34.458333333333336,6.800000000000001,46.24166666666666,38.80833333333333,13.108333333333334,97.90583333333332,8.945833333333354,106.85166666666667,108.63749999999999,-1.4241666666666362,7.9352089123497915,16.743202634565513
PAD-3,PAD-3,PAD-3-5,RFY-069,110000,37.36416666666667,6.6,49.058333333333316,42.875,2.308333333333334,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,2.1679517407470072,19.906359351182225
PAD-3,PAD-3,PAD-3-5,RFY-070,27000,37.36416666666667,6.6,49.058333333333316,42.875,2.308333333333334,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,0.526966807120897,19.886425479151374
PAD-2,PAD-2,PAD-2-2,RFY-071,71000,28.614166666666666,3.408333333333333,51.19166666666666,33.458333333333336,14.341666666666667,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,1.242565716807026,36.70701051522987
PAD-2,PAD-2,PAD-2-2,RFY-072,19000,28.614166666666666,3.408333333333333,51.19166666666666,33.458333333333336,14.341666666666667,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,0.33080893545385354,36.71295395022117
PAD-2,PAD-2,PAD-2-1,RFY-073,179000,32.4975,7.933333333333333,53.00000000000001,33.325,11.366666666666667,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,4.8346156562189915,37.57057767978983
PAD-2,PAD-2,PAD-2-1,RFY-074,172800,32.4975,7.933333333333333,53.00000000000001,33.325,11.366666666666667,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,4.644732446875332,37.570687616790906
PAD-2,PAD-2,PAD-2-1,RFY-075,155000,32.4975,7.933333333333333,53.00000000000001,33.325,11.366666666666667,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,4.166281998065257,37.57068761679091
